"","article_id","Year","Issue","Title","Author","Gender"
"361",361,"1965","27","Опыт проблемного построения курса истории средних веков в Новосибирском государственном университете","Бессмертный","м"
"362",362,"1965","27","Данные немецких источников раннего средневековья о славянах и программа восточной экспансии у","Доннерт","м"
"363",363,"1965","27","Народное движение в Южных Нидерландах и Франции в 1320 г.","Керов","м"
"364",364,"1965","27","К 250-летию Библиотеки Академии наук СССР (из историк Библиотеки и фондов)","Киселева","ж"
"365",365,"1965","27","Освобождение крестьян в Тоскане в XII-XIII вв.","Котельникова","ж"
"366",366,"1965","27","О некоторых особенностях мануфактур-ного этапа в развитии капитализма (на примере Франции в начале","Люблинская","ж"
"367",367,"1965","27","Виноградарство и его место в аграрной истории Германии XIV-XVI вв.","Майер","м"
"368",368,"1965","27","Развитие французского письма XVI-XVIII вв. по каллиграфическим источникам","Малов","м"
"369",369,"1965","27","К 70летию Вайнштейна","Редколлегия","—"
"370",370,"1965","27","Особенности хозяйственной деятельности шведских бондов и их рыночные связи в XIV-XV вв.","Сванидзе","ж"
"371",371,"1965","27","Практикум по истории средних веков в пединституте (из опыта работы)","Фрейденберг","м"
"372",372,"1965","27","Проблема отношения разума и веры у парижских аверроистов (по трактату Бозция Дакийского «О вечности","Шевкина","ж"
"373",373,"1965","28","О состоянии производительных сил в сельском хозяйстве Южной Италин (X-XIII вв.). Земледелие","Абрамсон","ж"
"374",374,"1965","28","Гуманизм в борьбе со схоластицизмом в лекциях П. Н. Кудрявцева (1848-1849 гг.)","Асиновская","ж"
"375",375,"1965","28","Поражение Тюрингенского восстания при Франкен-хаузене (15 мая 1525 г.). Его предпосылки и причины","Бензинг","м"
"376",376,"1965","28","Изменение структуры межсеньориальных отношений в Восточной Франции XIII в.","Бессмертный","м"
"377",377,"1965","28","Этические взгляды Джованни Пико делла Мирандола","Брагина","ж"
"378",378,"1965","28","Проблемы итальянского гуманизма в трудах Э. Гарана","Брагина, Ревякина","—"
"379",379,"1965","28","Научно-педагогическая деятельность М. М. Смирина","Володарский","м"
"380",380,"1965","28","Г. Зибель и начало критической разработки источников первого крестового похода (Из истории","Заборов","м"
"381",381,"1965","28","Некоторые проблемы аграрного развития Чехии XIV - начала XV в. в современной историографии","Иванов","м"
"382",382,"1965","28","Дипломатика Бриудского картулярия (об одной знаменитой генеалогической подделке)","Катушкина","ж"
"383",383,"1965","28","Три карты по истории Жакерии","Конокотин","м"
"384",384,"1965","28","Город и освобождение сервов в Италии XIII в. («Райская книга» Болоньи, 1257 г.)","Котельникова","ж"
"385",385,"1965","28","Имущественное положение крестьянства в Юго-Западной Германии на рубеже XIV--XV вв. (По","Майер","м"
"386",386,"1965","28","Виллибальд Пиркгеймер и его место среди немецких гуманистов","Немилов","м"
"387",387,"1965","28","Реформационный проект Иоганна Эберлина из Гюнцбурга (1521 г.)","Первухин","м"
"388",388,"1965","28","Обзор статей по истории средневековья. Hispania","Пичугина","ж"
"389",389,"1965","28","Папско-русские отношения в средние века в освещении современной буржуазной историографии","Рамм","м"
"390",390,"1965","28","От Пеголотти до Ущцано","Рутенбург","м"
"391",391,"1965","28","Из истории городского строя Швеции XIII в.","Сванидзе","ж"
"392",392,"1965","28","К вопросу о распределении прав собственности среди бургувдских феодалов в X-XII вв.","Серовайский","м"
"393",393,"1965","28","«Воображаемая республика» итальянского утописта XVI в. Людовико Агостини","Чиколини","ж"
"394",394,"1965","28","Вестфальский мирный Конгресс 1643-1648 гг. и чешский вопрос","Шинделарж","м"
"395",395,"1965","28","Николай Кузанский - оригинальный немецкий мыслитель XV в. (К 500-летию со дня смерти Н. Кузанского","Штерн","м"
"396",396,"1966","29","Вторая научная конференция по истории, экономике, языку и литературе Скандинавских стран и Финляндии","А.С.","—"
"397",397,"1966","29","Архив О. А. Добиаш-Рождественской в Государственной Публичной библиотеке им. М. Е. Салтыкова-Щедрина","Воронова","ж"
"398",398,"1966","29","Отчет Рено де Сент-Бева о расходах по командировке в Лион (февраль-март 1313 г.)","Воронова","ж"
"399",399,"1966","29","К семидесятипятилетию академика Сергея Даниловича Сказкина","Гутнова","ж"
"400",400,"1966","29","Основные источники и историография по истории крестьян-ской идеологии в Англии XIII-XIV вв.","Гутнова","ж"
"401",401,"1966","29","Духовенство и дворянство на Генеральных штатах 1302-1308 гг.","Денисова","ж"
"402",402,"1966","29","Неизданные письма Мабильона","Катушкина","ж"
"403",403,"1966","29","Об одной французской рукописи XIV в. (Из истории виноделия во Франции)","Конокотин","м"
"404",404,"1966","29","Историографические элементы в лекционном курсе истории средних веков на исторических факультетах","Лаптин","м"
"405",405,"1966","29","Значение трудов О. А. Добиаш-Рождественской для развития латинской палеографии в СССР","Люблинская","ж"
"406",406,"1966","29","Некролог Робера Фавтье","Люблинская","ж"
"407",407,"1966","29","Французские государственные секретари в XVI-XVII вв. (К вопросу о значении данных палеографии для","Малов","м"
"408",408,"1966","29","Фрагменты латинских рукописей VIII-Х вв. из коллекций Академии наук СССР","Мурьянов","м"
"409",409,"1966","29","Из истории каролингского минускула в Северной Франции в середине IX в.","Неретина","ж"
"410",410,"1966","29","Неизвестная раннесредневековая миниатюра с изображением «добродетелей»","Рамм","м"
"411",411,"1966","29","Книжное готическое письмо во Франции в XIII-начале XIV в. (по материалам рукописного собрания ГПБ)","Романова","ж"
"412",412,"1966","29","К вопросу о распределении прав собственности среди бургундских феодалов в X-XII вв.","Серовайский","м"
"413",413,"1966","29","Борьба горнорабочих Тироля и социально-политическая программа Михаила Гайсмайера","Смирин","м"
"414",414,"1966","29","Оксфордширский манор Уотлингтон в 1086-1300 гг.","Ульянов","м"
"415",415,"1966","29","Установление прямых торговых сношений России со Швецией после Столбовского мира 1617 г.","Шаскольский","м"
"416",416,"1966","29","Вестфальский мирный конгресс 1643-1648 гг. и чешский вопрос II","Шинделарж","м"
"417",417,"1967","30","Из истории формулы средневековой Германской империи","Беркович","м"
"418",418,"1967","30","Итальянская рукописная книга в собрании ГПБ в Ленинграде","Бернадская","ж"
"419",419,"1967","30","Система внутриклассовых отношений среди сеньоров Северной Франции и Западной Германии в XIII в.","Бессмертный","м"
"420",420,"1967","30","Проблемы медиевистики на XII Международном конгрессе историков в Вене","Вайнштейн","м"
"421",421,"1967","30","Англосаксонский фолькленд и древненорвежский одаль (опыт сравнительной характеристики дофеодальных","Гуревич","м"
"422",422,"1967","30","Пятьдесят лет советской медиевистики","Гутнова","ж"
"423",423,"1967","30","Конференции читателей сборника  Средние века ","Котельникова","ж"
"424",424,"1967","30","Из истории классовой борьбы английского крестьянства в XV в.","Кузнецов","м"
"425",425,"1967","30","К вопросу о характере так называемой  gilda mercatoria  в Англии XI-XIII вв.","Левицкий","м"
"426",426,"1967","30","К вопросу о характере землевладения в Астурии в IX-XII вв. (по документам епископства Овьедо)","Мильская","ж"
"427",427,"1967","30","Земельные собственники и землевладельцы  франкского ,  алеманнского ,  бургундского  и  баварского ","Нейберт","м"
"428",428,"1967","30","Новые данные по источниковедению Салической правды (очерк 4)","Неусыхин","м"
"429",429,"1967","30","Статьи по истории средних веков, опубликованные в журнале  Irish Historical Studies  за 1962-1964","Осипова","ж"
"430",430,"1967","30","Население Монпелье в XII в.","Ревуненкова","ж"
"431",431,"1967","30","О роли ростовщического капитала в Северо-Восточной Италии XIII-XIV вв.","Самаркин","м"
"432",432,"1967","30","К шестидесятилетию Я.А. Левицкого","Сванидзе","ж"
"433",433,"1967","30","Землевладение семьи Стонор в XI-XIII вв. (К вопросу о происхождении мелкой вотчины в средневековой","Ульянов","м"
"434",434,"1967","30","Итальянская политика средневековой Германской империи в освещении западногерманской историографии","Фризман","м"
"435",435,"1968","31","Влияние торговли на формирование феодальных отношений в Южной Италии","Абрамсон","ж"
"436",436,"1968","31","Аргиропуло (из истории философии итальсского Возрождения)","Брагина","ж"
"437",437,"1968","31","Ястребицкая Научная сессия комиссии историков СССР и ГДР","Володарский","м"
"438",438,"1968","31","Богатство и дарение у скандинавов в раннем средневековье (некоторые нерешенные проблемы социальной","Гуревич","м"
"439",439,"1968","31","Некоторые нерешенные проблемы социальной структуры дофеодального общества. Индивид и общество","Гуревич","м"
"440",440,"1968","31","Вступительное слово","Жуков","м"
"441",441,"1968","31","Обсуждение доклада А. И. Неусыхина","Коллектив авторов","—"
"442",442,"1968","31","Обсуждение доклада А. Я. Гуревича","Коллектив авторов","—"
"443",443,"1968","31","Обсуждение доклада А.Д. Люблинской","Коллектив авторов","—"
"444",444,"1968","31","Обсуждение доклада А.Р. Корсунского","Коллектив авторов","—"
"445",445,"1968","31","Обсуждение доклада М.Я. Сюзюмова","Коллектив авторов","—"
"446",446,"1968","31","Государство и этнические общности в раннефеодальный период в Западной Европе","Корсунский","м"
"447",447,"1968","31","Лондонская гильдия торговцев тканями в XV - начале XVI в.","Кузнецов","м"
"448",448,"1968","31","Типология раннего феодализма и проблема романо-германского синтеза","Люблинская","ж"
"449",449,"1968","31","Английский гуманист Томас Старки - представитель ранней буржуазной идеологии","Мещерякова","ж"
"450",450,"1968","31","Дофеодальный период как переходная стадия развития от родоплеменного строя к раннефеодальному","Неусыхин","м"
"451",451,"1968","31","Возникновение и развитие помещичьей торговли и товарного производства в Венгрии XVI в","Пах","м"
"452",452,"1968","31","Вторая Всесоюзная конференция студентов-медиевистов в Москве","Первухин","м"
"453",453,"1968","31","Мария Михайловна Себенцова (1891-1967)","Редколлегия","—"
"454",454,"1968","31","К исследованию демографии шведского города XIV-XV вв.","Сванидзе","ж"
"455",455,"1968","31","Чистозвонов Празднование 450-летия Реформации в Германской Демократической Республике","Смирин","м"
"456",456,"1968","31","Проблема возникновения средневекового города в западной Европе","Сюзюмов","м"
"457",457,"1968","31","Итоги работы сессии","Удальцова","ж"
"458",458,"1968","31","Реджинальд Вивиан Леннард (1885-1967)","Ульянов","м"
"459",459,"1968","31","Историография и проблемы марксистского исследования нидерландскои буржуазной революции XVI в","Чистозвонов","м"
"460",460,"1969","32","Южноитальянская община IX-XIII вв.","Абрамсон","ж"
"461",461,"1969","32","Судьбы коронного домена Англии в XI-XIII вв.","Барг","м"
"462",462,"1969","32","Наемные рабочие в Риме первой половины XIV в.","Бортник","м"
"463",463,"1969","32","A. И. Неусыхин - историк-медиевист, ученый и педагог","Данилов","м"
"464",464,"1969","32","Неизвестный византийский писатель XII в. Лев Валианит","Каждан","м"
"465",465,"1969","32","Ученичество в торговых и ремесленных гильдиях английских городов XIV-XV вв.","Кириллова","ж"
"466",466,"1969","32","Политические и философские теории XVI в. о народах Нового Света","Коган-Бернштейн","ж"
"467",467,"1969","32","Особенности вассально-ленных отношений в Германии X-XIII вв.","Колесницкий","м"
"468",468,"1969","32","О статусе франкских колонов","Корсунский","м"
"469",469,"1969","32","Переселение в город свободных крестьян (по материалам Средней Италин XII-XIV вв.)","Котельникова","ж"
"470",470,"1969","32","Проблема взаимоотношений города и деревни в средневековой Англии","Левицкий","м"
"471",471,"1969","32","Английская политика в отношении ирландских городов в XIII - начале XIV века","Осипова","ж"
"472",472,"1969","32","Новый источник по экономике Италии XIV в.","Рутенбург","м"
"473",473,"1969","32","Проблемы медиевистики на Международном конгрессе историков-экономистов в Блумингтоне","Рутенбург","м"
"474",474,"1969","32","Чиполла. Монета и средиземноморская цивилизация. Превращения лиры","Самаркин","м"
"475",475,"1969","32","К исследованию демографии шведского города XIV-XV вв.","Сванидзе","ж"
"476",476,"1969","32","О путях формирования феодальной собственности на леса и пастбища во Франкском государстве","Серовайский","м"
"477",477,"1969","32","Бессмертный «История европейского крестьянства»  задачи и характер издания","Сказкин","м"
"478",478,"1969","32","Поместье в Англии до нормандского завоевания","Соколова","ж"
"479",479,"1969","32","Тулузский патрициат в XII-XIII вв.","Стам","м"
"480",480,"1969","32","Еще раз о Стратегнконе Псевдо-маврикия","Удальцова","ж"
"481",481,"1969","32","К вопросу о сравнительно-историческом методе изучения русского и западноевропейсого феодализма","Черепнин","м"
"482",482,"1969","32","К итогам обсуждения проблем генезиса капитализма в странах Западной Европы","Эпштейн","м"
"483",483,"1971","33","К вопросу об английской политике в Гаскони в конце XIII в. (по данным Гасконских свитков)","Басовская","ж"
"484",484,"1971","33","Северофранцузский серваж (к изучению общего и особенного в формах феодальной зависимости крестьян)","Бессмертный","м"
"485",485,"1971","33","Данте и пополанская коммуна","Горфункель","м"
"486",486,"1971","33","Николай Иосифович Конрад","Гуревич","м"
"487",487,"1971","33","Историко-методологические аспекты ленинской критики экономического романтизма","Иванов","м"
"488",488,"1971","33","Требования кентских повстанцев 1450 г. и политическая программа Джона Фортескью","Каменецкий","м"
"489",489,"1971","33","Ученичество в торговых и ремесленных гильдиях английских городов XIV-XV вв. (II)","Кириллова","ж"
"490",490,"1971","33","Шведские областные законы как исторический источник","Ковалевский","м"
"491",491,"1971","33","Размышления над книгой о Данте","Коробков","м"
"492",492,"1971","33","Генеральный совет Лиги (из истории Католической лиги во Франции 1584-1596 гг.) (I)","Лозинский","м"
"493",493,"1971","33","Л. А. Котельникова. Итальянское крестьянство и город XI-XIV вв. (по материалам Средней и Северной","Люблинская","ж"
"494",494,"1971","33","Франция и Португалия перед Португальской революцией 1640 г. (Документы из архива Ришелье в Гос.","Малов","м"
"495",495,"1971","33","Развитие капиталистических отношений в книгопечатном производстве Франции в условиях гражданских","Молдавская","ж"
"496",496,"1971","33","Шульц Поэзия в творчестве Томаса Мора","Осиновский","м"
"497",497,"1971","33","Английская политика в отношении ирландских городов в XIII-начале XIV B. (II)","Осипова","ж"
"498",498,"1971","33","Поздравляем Героя Социалистического Труда академика С. Д. Сказкина!","Редколлегия","—"
"499",499,"1971","33","Четыре юбилея М. М. Смирина","Редколлегия","—"
"500",500,"1971","33","Западногерманские города в раннем средневековье  опыт сравнительной классификации (I)","Рослановский","м"
"501",501,"1971","33","Тосканская испольщина в начале XV в.","Самаркин","м"
"502",502,"1971","33","В. И. Ленин и некоторые методологические проблемы истории феодального общества","Сапрыкин","м"
"503",503,"1971","33","О путях формирования феодальной собственности на леса и пастбища во франкском государстве (II)","Серовайский","м"
"504",504,"1971","33","Поместье в Англии до нормандского завоевания (о некоторых особенностях раннего английского","Соколова","ж"
"505",505,"1971","33","Крестьянство юга Парижского района в XVI-XVII вв. (К вопросу о дифференциации французского","Червонная","ж"
"506",506,"1971","33","Роль кальвинизма в Нидерландской буржуазной революции XVI в.","Чистозвонов","м"
"507",507,"1971","34","Спор о Данте и социология культуры.","Баткин","м"
"508",508,"1971","34","Математические методы и их применение при изучении проблем средневековья.","Бессмертный","м"
"509",509,"1971","34","Проблемы Возрождения.","Брагина","ж"
"510",510,"1971","34","«Любовная философия» Фраическо Патрици и философия любви Тарквинии Мольца.","Горфункель","м"
"511",511,"1971","34","Структура и эволюция феодального общества (XI—XV вв.)","Гутнова","ж"
"512",512,"1971","34","Вступительное слово","Жуков","м"
"513",513,"1971","34","Генеральный Совет Лиги (из истории Католической Лиги во Франции 1584—1596 гг.)","Лозинский","м"
"514",514,"1971","34","Роль дворянства в истории позднего феодализма.","Люблинская","ж"
"515",515,"1971","34","Социально-экономические сдвиги в районах производства и торговли вайдой в Германии XIV—XVII вв.","Майер","м"
"516",516,"1971","34","Проблемы истории Древней Руси.","Пашуто","м"
"517",517,"1971","34","Вера в судьбу. Группа, индивид, эталоны поведения (Некоторые выводы из источников эпохи викингов)","Пекарчик","м"
"518",518,"1971","34","Яков Александрович Левицкий (1906—1970)","Редколлегия","—"
"519",519,"1971","34","Западногерманские города в раннем средневековье (опыт сравнительной классификации). (II)","Рослановский","м"
"520",520,"1971","34","Средневековый город и его эволюция.","Рутенбург","м"
"521",521,"1971","34","Взгляды Джона Уиклифа на общность имущества и равенство","Сапрыкин","м"
"522",522,"1971","34","Основные проблемы медиевистики на XIII Международном конгрессе исторических наук в Москве.","Сказкин","м"
"523",523,"1971","34","Складывание социальной структуры средневекового города (XI—XIII вв.).","Стам","м"
"524",524,"1971","34","Страны Востока в средневековье.","Тверитинова","ж"
"525",525,"1971","34","Генезис и типология феодализма.","Удальцова","ж"
"526",526,"1971","34","Образование и эволюция структуры манора Стонор в XIV—XV вв. (К вопросу возникновения новой крупной","Ульянов","м"
"527",527,"1971","34","Крестьянство юга Парижского района в XVI—XVII вв. (К вопросу о дифференциации французского","Червонная","ж"
"528",528,"1971","34","История представительных и парламентских учреждений в средние века.","Черепнин","м"
"529",529,"1971","34","Некоторые итоги рассмотрения проблемы генезиса капитализма.","Чистозвонов","м"
"530",530,"1971","34","Заметки о русско-итальянских отношениях XV — первой трети XVI в.","Шаркова","ж"
"531",531,"1971","34","Валафрид Страбон и его поэма «О культуре садов» или «Садик».","Шульц","м"
"532",532,"1972","35","А. Д. Люблинская и Отдел рукописей Государственной Публичной библиотеки им. М. Е. Салтыкова-Щедрина","Бернадская, Воронова","—"
"533",533,"1972","35","А. Д. Люблинская - историк-медиевист","Бессмертный, Малов","—"
"534",534,"1972","35","К вопросу об эстетической подготовке учителя","Венкстерн","ж"
"535",535,"1972","35","Падуанский кодекс XV в. в собрании рукописей ГПБ","Горфункель","м"
"536",536,"1972","35","Фюстель де Куланж и его концепция генезиса феодализма","Гутнова","ж"
"537",537,"1972","35","Румынское книгопечатание XVI в. (результаты и перспективы исследований)","Демень","м"
"538",538,"1972","35","Так называемое «добровольное рабство» в раннесредне-вековой Швеции и его сущность (к вопросу о","Ковалевский","м"
"539",539,"1972","35","«Большой мятеж» 1529 г. в Лионе (Из истории классовой борьбы во Франции)","Молдавская","ж"
"540",540,"1972","35","О практических занятиях по истории средних веков в университетах","Москаленко","м"
"541",541,"1972","35","О программе восстания в Ажене (Южная Франция) в 1514 г","Райцес","м"
"542",542,"1972","35","Флорентийский ремесленник о генуэзском восстании 1574-1576 гг.","Рутенбург","м"
"543",543,"1972","35","Городские хартии и распространение муниципальных привилегий в шведских городах с середины XIII по","Сванидзе","ж"
"544",544,"1972","35","Севообороты средневековой Франции (IX-XIII вв.)","Серовайский","м"
"545",545,"1972","35","Об эволюции социально-экономической структуры Северо-Востока Бразилии в XVI-XVIII вв.","Смиренская","ж"
"546",546,"1972","35","Образование и эволюция структуры манора Стонор в XIV-XV вв. (к вопросу о возникновении новой","Ульянов","м"
"547",547,"1972","35","Проблема становления капиталистического фермерства во Франции (на примере парижского района XVII в.)","Червонная","ж"
"548",548,"1972","35","К истории русско-итальянских экономических связей в XVII в.","Шаркова","ж"
"549",549,"1973","36","О характере и роли аграрных городов в Венгерском государстве XV в.","Бачкай","ж"
"550",550,"1973","36","Существовал ли в Вандальском королевстве фиск (государственная казна) ","Беляев","м"
"551",551,"1973","36","О характере немецкой средневековой этнической общности в XI—XIII вв.","Беркович","м"
"552",552,"1973","36","Две правды Пьетро Помпонацци","Горфункель","м"
"553",553,"1973","36","Томас Старки и его место в истории политической мысли Англии XVI в.","Каменецкий","м"
"554",554,"1973","36","Снорри Стурлусон. Сага об Инглингах. Перевод с древнеисландского и комментарий","Ковалевский","м"
"555",555,"1973","36","К вопросу о времени возникновения цензивы в феодальной Франции","Конотокин","м"
"556",556,"1973","36","Агрикультура и урожайность зерновых в Тоскане в XII - XIV вв.","Котельникова","ж"
"557",557,"1973","36","Политические теории Уильяма Оккама и античность","Раскина","ж"
"558",558,"1973","36","Социально-политический идеал гуманиста Фруловизи","Ревякина","ж"
"559",559,"1973","36","Торговля России со странами Западной Европы в Архангельске (конец XVI - начало XVII в.)","Флоря","м"
"560",560,"1973","36","Детерминанты технологии средневекового шерстоткачества (преимущественно на материалах Нидерландов)","Чистозвонов","м"
"561",561,"1973","36","Вандальберт Прюмский и его поэма «О названиях, знаках зодиака, культурах и климатических свойствах","Шульц","м"
"562",562,"1973","37","Внутренняя колонизация в Сассексе в XI - начале XIV в.","Авдеева","ж"
"563",563,"1973","37","Организация и характер деятельности английской администрации в Гаскони (конец XIII - начало XIV в.)","Басовская","ж"
"564",564,"1973","37","Народная культура раннего средневековья в зеркале «покаянных книг»","Гуревич","м"
"565",565,"1973","37","Иельская карта, ее защитники и критики","Коган","м"
"566",566,"1973","37","Кредитно-ростовщические операции в итальянской деревне в XII-XIV вв. и их влияние на экономическое","Котельникова","ж"
"567",567,"1973","37","О росте населения Парижа в XVI в.","Лозинский","м"
"568",568,"1973","37","Борис Ильич Рыськин","Москаленко","м"
"569",569,"1973","37","Место служилого рыцарства в социально-политической жизни Англии XIV в.","Писарев","м"
"570",570,"1973","37","Виктор Федорович Семенов","Редколлегия","—"
"571",571,"1973","37","Памяти Сказкина","Редколлегия","—"
"572",572,"1973","37","Взаимоотношения государства и купечества в области торговли и финансов в Англии XIV в.","Репина","ж"
"573",573,"1973","37","Политика тосканского правительства в отношении народных масс (вторая половина XVI - начало XVII в.)","Ролова","ж"
"574",574,"1973","37","Два типа купеческих компаний Южной Германии на рубеже XV-XVI вв.","Савина","ж"
"575",575,"1973","37","Проблемы феодализма и раннего капитализма в странах Балтики (Вторая региональная конференция","Сванидзе","ж"
"576",576,"1973","37","Идея свободы воли в ранних произведениях Эразма Роттердамского","Смирин","м"
"577",577,"1973","37","Памяти Евгения Алексеевича Косминского. Материалы заседания в Институте всеобщей истории АН СССР 20","Удальцова","ж"
"578",578,"1973","37","Человек, время, судьба в трактате Боэция «Об утешении философией»","Уколова","ж"
"579",579,"1973","37","Проблемы истории средневековья на V конгрессе историков ГДР","Чистозвонов","м"
"580",580,"1973","37","Сельские ренты в Голландии в конце XV - начале XVI в. как форма ростовщического кредита","Чистозвонов","м"
"581",581,"1974","38","О сенаторах Истории Виктора из Виты","Беляев","м"
"582",582,"1974","38","Английское издание источников восстания Уота Тайлера","Венкстерн","ж"
"583",583,"1974","38","Из истории народной культуры и ереси Лжепророки и церковь во Франкском госу","Гуревич","м"
"584",584,"1974","38","Средневековое крестьянство и ереси","Гутнова","ж"
"585",585,"1974","38","Академик Е А Косминский","Гутнова, Осипова","—"
"586",586,"1974","38","К вопросу о взглядах Фрэнсиса Бэкона на английскую историю История и полити","Карев","м"
"587",587,"1974","38","Академик С Д Сказкин","Карева","ж"
"588",588,"1974","38","Сага о гутах перевод и комментарий","Ковалевский","м"
"589",589,"1974","38","Итальянский город раннего средневековья и его роль в процессе генезиса феод","Котельникова","ж"
"590",590,"1974","38","Торговые пути и некоторые стороны социально-экономического развития Централ","Котельникова","ж"
"591",591,"1974","38","Сельская община и город в Северной Франции XIXIII вв","Люблинская","ж"
"592",592,"1974","38","К вопросу о трактовке проблемы сельской общины в современной историографии ","Мильская","ж"
"593",593,"1974","38","Академик Д М Петрушевский","Могильницкий","м"
"594",594,"1974","38","О соотношении исторического и естественнонаучного познания","Могильницкий","м"
"595",595,"1974","38","Радикально-бюргерская оппозиция в Аугсбурге в 70-е годы ход движения и соци","Некрасов","м"
"596",596,"1974","38","Политические памфлеты Второй английской республики","Павлова","ж"
"597",597,"1974","38","К вопросу о профессиональной имущественной и социальной дифференциации горо","Репина","ж"
"598",598,"1974","38","Социальный состав городского населения и социальная борьба в Генуе в XVI в","Рутенбург","м"
"599",599,"1974","38","Торговые пути в XVXVI вв по итальянским хроникам","Рутенбург","м"
"600",600,"1974","38","Дольчино и Библия к вопросу о толковании Священного писания как способе рев","Самаркин","м"
"601",601,"1974","38","Принцип индивидуализма в английской политической литературе конца XVXVI в","Сапрыкин","м"
"602",602,"1974","38","Некоторые тенденции в современной буржуазной историографии средневекового г","Стам","м"
"603",603,"1974","38","Цветные микрофильмы Бодлеянской библиотеки","Ульянов","м"
"604",604,"1974","38","Политические воззрения генуэзского историка XVI в Уберто Фольетты","Чиколини","ж"
"605",605,"1974","38","Введение","Чистозвонов","м"
"606",606,"1974","38","Историческое место XVI века в процессе генезиса капитализма в Европе","Чистозвонов","м"
"607",607,"1974","38","Транспортные цехи их смежники и торговля в Амстердаме в XVI в","Чистозвонов","м"
"608",608,"1975","39","Внутренняя колонизация в Англии в XIXIII вв","Авдеева","ж"
"609",609,"1975","39","Крестьянская семья во Франции IX в Заметки о статье Э Коулмен Детоубийство ","Бессмертный","м"
"610",610,"1975","39","Три новые книги Ж Дюби","Бессмертный","м"
"611",611,"1975","39","Театр мистерии и город в Англии в XIVпервой половине XV в К вопросу о культ","Богодарова","ж"
"612",612,"1975","39","Проблемы аграрной истории Испании XVI в в зарубежной буржуазной историограф","Денисенко","м"
"613",613,"1975","39","Котельникова Проблемы медиевистики на VI Международной конференции по экономической исто","Каштанов","м"
"614",614,"1975","39","Цензива в деревне Северной Франции в период развитого феодализма XIIXIV вв","Конотокин","м"
"615",615,"1975","39","Экономическое положение крестьян-испольщиков в Тоскане в XV в","Котельникова","ж"
"616",616,"1975","39","К вопросу о соотношении исторического и художе ственного познания","Могильницкий","м"
"617",617,"1975","39","Происхождение и программа деятельности радикально-бюргерской оппозиции в Ау","Некрасов","м"
"618",618,"1975","39","Лютер и немецкая реформация в освещении Герхарда Риттера","Парсамов","м"
"619",619,"1975","39","Памяти Александра Самойло","Редколлегия","—"
"620",620,"1975","39","Памяти Моисея Менделевича Смирина","Редколлегия","—"
"621",621,"1975","39","Проблемы генезиса и развития феодализма на VI Всесоюзной конференции по изу","Сванидзе","ж"
"622",622,"1975","39","Крестьянские общины в системе заповедного королевского леса в Англии в XIXI","Серовайская","ж"
"623",623,"1975","39","Передовые идеи народной реформации","Смирин","м"
"624",624,"1975","39","Чистозвонов Научная конференция Крестьянская война в Германии 15241525 гг история тради","Смирин","м"
"625",625,"1975","39","Европейский крестьянин в борьбе за землю и волю XIVXV вв","Чистозвонов","м"
"626",626,"1975","39","Проблемы медиевистики на VI Международном конгрессе экономической истории К","Чистозвонов","м"
