"doc_id","topic_1","topic_2","topic_3","Year","Issue","Title","Author","Gender"
376,12,1,6,1965,"28","Изменение структуры межсеньориальных отношений в Восточной Франции XIII в.","Бессмертный","м"
377,23,1,21,1965,"28","Этические взгляды Джованни Пико делла Мирандола","Брагина","ж"
378,15,1,17,1965,"28","Проблемы итальянского гуманизма в трудах Э. Гарана","Брагина, Ревякина","—"
379,11,20,5,1965,"28","Научно-педагогическая деятельность М. М. Смирина","Володарский","м"
380,9,25,26,1965,"28","Г. Зибель и начало критической разработки источников первого крестового похода (Из истории","Заборов","м"
381,12,6,1,1965,"28","Некоторые проблемы аграрного развития Чехии XIV - начала XV в. в современной историографии","Иванов","м"
382,12,20,1,1965,"28","Дипломатика Бриудского картулярия (об одной знаменитой генеалогической подделке)","Катушкина","ж"
383,5,1,12,1965,"28","Три карты по истории Жакерии","Конокотин","м"
384,11,1,23,1965,"28","Город и освобождение сервов в Италии XIII в. («Райская книга» Болоньи, 1257 г.)","Котельникова","ж"
385,4,16,23,1965,"28","Имущественное положение крестьянства в Юго-Западной Германии на рубеже XIV--XV вв. (По","Майер","м"
386,22,10,1,1965,"28","Виллибальд Пиркгеймер и его место среди немецких гуманистов","Немилов","м"
387,5,11,1,1965,"28","Реформационный проект Иоганна Эберлина из Гюнцбурга (1521 г.)","Первухин","м"
388,10,3,11,1965,"28","Обзор статей по истории средневековья. Hispania","Пичугина","ж"
389,30,1,17,1965,"28","Папско-русские отношения в средние века в освещении современной буржуазной историографии","Рамм","м"
390,1,3,19,1965,"28","От Пеголотти до Ущцано","Рутенбург","м"
391,2,13,1,1965,"28","Из истории городского строя Швеции XIII в.","Сванидзе","ж"
392,11,1,2,1965,"28","К вопросу о распределении прав собственности среди бургувдских феодалов в X-XII вв.","Серовайский","м"
393,12,1,6,1965,"28","«Воображаемая республика» итальянского утописта XVI в. Людовико Агостини","Чиколини","ж"
394,15,1,8,1965,"28","Вестфальский мирный Конгресс 1643-1648 гг. и чешский вопрос","Шинделарж","м"
395,15,1,17,1965,"28","Николай Кузанский - оригинальный немецкий мыслитель XV в. (К 500-летию со дня смерти Н. Кузанского","Штерн","м"
396,10,1,22,1966,"29","Вторая научная конференция по истории, экономике, языку и литературе Скандинавских стран и Финляндии","А.С.","—"
397,15,1,29,1966,"29","Архив О. А. Добиаш-Рождественской в Государственной Публичной библиотеке им. М. Е. Салтыкова-Щедрина","Воронова","ж"
398,20,1,11,1966,"29","Отчет Рено де Сент-Бева о расходах по командировке в Лион (февраль-март 1313 г.)","Воронова","ж"
399,4,25,10,1966,"29","К семидесятипятилетию академика Сергея Даниловича Сказкина","Гутнова","ж"
400,19,26,1,1966,"29","Основные источники и историография по истории крестьян-ской идеологии в Англии XIII-XIV вв.","Гутнова","ж"
401,10,1,6,1966,"29","Духовенство и дворянство на Генеральных штатах 1302-1308 гг.","Денисова","ж"
402,26,1,7,1966,"29","Неизданные письма Мабильона","Катушкина","ж"
403,1,16,2,1966,"29","Об одной французской рукописи XIV в. (Из истории виноделия во Франции)","Конокотин","м"
404,14,1,11,1966,"29","Историографические элементы в лекционном курсе истории средних веков на исторических факультетах","Лаптин","м"
405,20,1,14,1966,"29","Значение трудов О. А. Добиаш-Рождественской для развития латинской палеографии в СССР","Люблинская","ж"
406,8,1,23,1966,"29","Некролог Робера Фавтье","Люблинская","ж"
407,8,11,5,1966,"29","Французские государственные секретари в XVI-XVII вв. (К вопросу о значении данных палеографии для","Малов","м"
408,23,1,19,1966,"29","Фрагменты латинских рукописей VIII-Х вв. из коллекций Академии наук СССР","Мурьянов","м"
409,15,1,29,1966,"29","Из истории каролингского минускула в Северной Франции в середине IX в.","Неретина","ж"
410,1,20,14,1966,"29","Неизвестная раннесредневековая миниатюра с изображением «добродетелей»","Рамм","м"
411,7,1,2,1966,"29","Книжное готическое письмо во Франции в XIII-начале XIV в. (по материалам рукописного собрания ГПБ)","Романова","ж"
412,20,1,29,1966,"29","К вопросу о распределении прав собственности среди бургундских феодалов в X-XII вв.","Серовайский","м"
413,5,25,20,1966,"29","Борьба горнорабочих Тироля и социально-политическая программа Михаила Гайсмайера","Смирин","м"
414,8,28,1,1966,"29","Оксфордширский манор Уотлингтон в 1086-1300 гг.","Ульянов","м"
415,2,13,12,1966,"29","Установление прямых торговых сношений России со Швецией после Столбовского мира 1617 г.","Шаскольский","м"
416,1,15,28,1966,"29","Вестфальский мирный конгресс 1643-1648 гг. и чешский вопрос II","Шинделарж","м"
417,14,8,1,1967,"30","Из истории формулы средневековой Германской империи","Беркович","м"
418,1,24,8,1967,"30","Итальянская рукописная книга в собрании ГПБ в Ленинграде","Бернадская","ж"
419,1,15,28,1967,"30","Система внутриклассовых отношений среди сеньоров Северной Франции и Западной Германии в XIII в.","Бессмертный","м"
420,28,17,1,1967,"30","Проблемы медиевистики на XII Международном конгрессе историков в Вене","Вайнштейн","м"
421,23,1,3,1967,"30","Англосаксонский фолькленд и древненорвежский одаль (опыт сравнительной характеристики дофеодальных","Гуревич","м"
422,1,15,23,1967,"30","Пятьдесят лет советской медиевистики","Гутнова","ж"
423,5,1,11,1967,"30","Конференции читателей сборника  Средние века ","Котельникова","ж"
424,16,28,19,1967,"30","Из истории классовой борьбы английского крестьянства в XV в.","Кузнецов","м"
425,24,11,1,1967,"30","К вопросу о характере так называемой  gilda mercatoria  в Англии XI-XIII вв.","Левицкий","м"
426,8,10,15,1967,"30","К вопросу о характере землевладения в Астурии в IX-XII вв. (по документам епископства Овьедо)","Мильская","ж"
427,20,11,1,1967,"30","Земельные собственники и землевладельцы  франкского ,  алеманнского ,  бургундского  и  баварского ","Нейберт","м"
428,7,1,13,1967,"30","Новые данные по источниковедению Салической правды (очерк 4)","Неусыхин","м"
429,22,10,23,1967,"30","Статьи по истории средних веков, опубликованные в журнале  Irish Historical Studies  за 1962-1964","Осипова","ж"
430,6,10,1,1967,"30","Население Монпелье в XII в.","Ревуненкова","ж"
431,1,7,2,1967,"30","О роли ростовщического капитала в Северо-Восточной Италии XIII-XIV вв.","Самаркин","м"
432,15,1,2,1967,"30","К шестидесятилетию Я.А. Левицкого","Сванидзе","ж"
433,2,7,1,1967,"30","Землевладение семьи Стонор в XI-XIII вв. (К вопросу о происхождении мелкой вотчины в средневековой","Ульянов","м"
434,15,29,2,1967,"30","Итальянская политика средневековой Германской империи в освещении западногерманской историографии","Фризман","м"
435,16,14,23,1968,"31","Влияние торговли на формирование феодальных отношений в Южной Италии","Абрамсон","ж"
436,1,16,19,1968,"31","Аргиропуло (из истории философии итальсского Возрождения)","Брагина","ж"
437,1,3,8,1968,"31","Ястребицкая Научная сессия комиссии историков СССР и ГДР","Володарский","м"
438,1,13,7,1968,"31","Богатство и дарение у скандинавов в раннем средневековье (некоторые нерешенные проблемы социальной","Гуревич","м"
439,8,1,28,1968,"31","Некоторые нерешенные проблемы социальной структуры дофеодального общества. Индивид и общество","Гуревич","м"
440,1,2,19,1968,"31","Вступительное слово","Жуков","м"
441,15,1,17,1968,"31","Обсуждение доклада А. И. Неусыхина","Коллектив авторов","—"
442,1,2,7,1968,"31","Обсуждение доклада А. Я. Гуревича","Коллектив авторов","—"
443,1,15,8,1968,"31","Обсуждение доклада А.Д. Люблинской","Коллектив авторов","—"
444,30,1,8,1968,"31","Обсуждение доклада А.Р. Корсунского","Коллектив авторов","—"
445,1,7,2,1968,"31","Обсуждение доклада М.Я. Сюзюмова","Коллектив авторов","—"
446,25,22,1,1968,"31","Государство и этнические общности в раннефеодальный период в Западной Европе","Корсунский","м"
447,2,15,13,1968,"31","Лондонская гильдия торговцев тканями в XV - начале XVI в.","Кузнецов","м"
448,1,7,9,1968,"31","Типология раннего феодализма и проблема романо-германского синтеза","Люблинская","ж"
449,1,13,7,1968,"31","Английский гуманист Томас Старки - представитель ранней буржуазной идеологии","Мещерякова","ж"
450,1,30,12,1968,"31","Дофеодальный период как переходная стадия развития от родоплеменного строя к раннефеодальному","Неусыхин","м"
451,8,1,9,1968,"31","Возникновение и развитие помещичьей торговли и товарного производства в Венгрии XVI в","Пах","м"
452,15,10,11,1968,"31","Вторая Всесоюзная конференция студентов-медиевистов в Москве","Первухин","м"
453,3,12,1,1968,"31","Мария Михайловна Себенцова (1891-1967)","Редколлегия","—"
454,5,1,23,1968,"31","К исследованию демографии шведского города XIV-XV вв.","Сванидзе","ж"
455,28,1,24,1968,"31","Чистозвонов Празднование 450-летия Реформации в Германской Демократической Республике","Смирин","м"
456,11,1,24,1968,"31","Проблема возникновения средневекового города в западной Европе","Сюзюмов","м"
457,1,15,8,1968,"31","Итоги работы сессии","Удальцова","ж"
458,7,23,25,1968,"31","Реджинальд Вивиан Леннард (1885-1967)","Ульянов","м"
459,15,1,29,1968,"31","Историография и проблемы марксистского исследования нидерландскои буржуазной революции XVI в","Чистозвонов","м"
460,8,1,30,1969,"32","Южноитальянская община IX-XIII вв.","Абрамсон","ж"
461,4,12,23,1969,"32","Судьбы коронного домена Англии в XI-XIII вв.","Барг","м"
462,1,19,2,1969,"32","Наемные рабочие в Риме первой половины XIV в.","Бортник","м"
463,18,1,11,1969,"32","A. И. Неусыхин - историк-медиевист, ученый и педагог","Данилов","м"
464,23,21,1,1969,"32","Неизвестный византийский писатель XII в. Лев Валианит","Каждан","м"
465,28,1,19,1969,"32","Ученичество в торговых и ремесленных гильдиях английских городов XIV-XV вв.","Кириллова","ж"
466,1,28,2,1969,"32","Политические и философские теории XVI в. о народах Нового Света","Коган-Бернштейн","ж"
467,15,1,11,1969,"32","Особенности вассально-ленных отношений в Германии X-XIII вв.","Колесницкий","м"
468,15,1,12,1969,"32","О статусе франкских колонов","Корсунский","м"
469,9,26,7,1969,"32","Переселение в город свободных крестьян (по материалам Средней Италин XII-XIV вв.)","Котельникова","ж"
470,23,1,3,1969,"32","Проблема взаимоотношений города и деревни в средневековой Англии","Левицкий","м"
471,15,1,3,1969,"32","Английская политика в отношении ирландских городов в XIII - начале XIV века","Осипова","ж"
472,10,30,22,1969,"32","Новый источник по экономике Италии XIV в.","Рутенбург","м"
473,10,30,11,1969,"32","Проблемы медиевистики на Международном конгрессе историков-экономистов в Блумингтоне","Рутенбург","м"
474,1,15,23,1969,"32","Чиполла. Монета и средиземноморская цивилизация. Превращения лиры","Самаркин","м"
475,1,23,15,1969,"32","К исследованию демографии шведского города XIV-XV вв.","Сванидзе","ж"
476,10,30,1,1969,"32","О путях формирования феодальной собственности на леса и пастбища во Франкском государстве","Серовайский","м"
477,1,7,19,1969,"32","Бессмертный «История европейского крестьянства»  задачи и характер издания","Сказкин","м"
478,15,1,29,1969,"32","Поместье в Англии до нормандского завоевания","Соколова","ж"
479,1,24,11,1969,"32","Тулузский патрициат в XII-XIII вв.","Стам","м"
480,26,19,7,1969,"32","Еще раз о Стратегнконе Псевдо-маврикия","Удальцова","ж"
481,23,21,1,1969,"32","К вопросу о сравнительно-историческом методе изучения русского и западноевропейсого феодализма","Черепнин","м"
482,1,22,23,1969,"32","К итогам обсуждения проблем генезиса капитализма в странах Западной Европы","Эпштейн","м"
483,1,18,8,1971,"33","К вопросу об английской политике в Гаскони в конце XIII в. (по данным Гасконских свитков)","Басовская","ж"
484,14,16,1,1971,"33","Северофранцузский серваж (к изучению общего и особенного в формах феодальной зависимости крестьян)","Бессмертный","м"
485,15,1,29,1971,"33","Данте и пополанская коммуна","Горфункель","м"
486,15,1,3,1971,"33","Николай Иосифович Конрад","Гуревич","м"
487,18,1,8,1971,"33","Историко-методологические аспекты ленинской критики экономического романтизма","Иванов","м"
488,1,5,7,1971,"33","Требования кентских повстанцев 1450 г. и политическая программа Джона Фортескью","Каменецкий","м"
489,1,15,11,1971,"33","Ученичество в торговых и ремесленных гильдиях английских городов XIV-XV вв. (II)","Кириллова","ж"
490,15,1,4,1971,"33","Шведские областные законы как исторический источник","Ковалевский","м"
491,16,8,4,1971,"33","Размышления над книгой о Данте","Коробков","м"
492,1,18,22,1971,"33","Генеральный совет Лиги (из истории Католической лиги во Франции 1584-1596 гг.) (I)","Лозинский","м"
493,10,12,1,1971,"33","Л. А. Котельникова. Итальянское крестьянство и город XI-XIV вв. (по материалам Средней и Северной","Люблинская","ж"
494,15,1,17,1971,"33","Франция и Португалия перед Португальской революцией 1640 г. (Документы из архива Ришелье в Гос.","Малов","м"
495,4,10,16,1971,"33","Развитие капиталистических отношений в книгопечатном производстве Франции в условиях гражданских","Молдавская","ж"
496,10,8,3,1971,"33","Шульц Поэзия в творчестве Томаса Мора","Осиновский","м"
497,15,1,29,1971,"33","Английская политика в отношении ирландских городов в XIII-начале XIV B. (II)","Осипова","ж"
498,1,8,14,1971,"33","Поздравляем Героя Социалистического Труда академика С. Д. Сказкина!","Редколлегия","—"
499,5,23,1,1971,"33","Четыре юбилея М. М. Смирина","Редколлегия","—"
500,2,13,1,1971,"33","Западногерманские города в раннем средневековье  опыт сравнительной классификации (I)","Рослановский","м"
501,1,3,15,1971,"33","Тосканская испольщина в начале XV в.","Самаркин","м"
502,16,25,6,1971,"33","В. И. Ленин и некоторые методологические проблемы истории феодального общества","Сапрыкин","м"
503,1,8,20,1971,"33","О путях формирования феодальной собственности на леса и пастбища во франкском государстве (II)","Серовайский","м"
504,15,1,20,1971,"33","Поместье в Англии до нормандского завоевания (о некоторых особенностях раннего английского","Соколова","ж"
505,30,1,11,1971,"33","Крестьянство юга Парижского района в XVI-XVII вв. (К вопросу о дифференциации французского","Червонная","ж"
506,5,23,1,1971,"33","Роль кальвинизма в Нидерландской буржуазной революции XVI в.","Чистозвонов","м"
507,1,6,15,1971,"34","Спор о Данте и социология культуры.","Баткин","м"
508,11,24,1,1971,"34","Математические методы и их применение при изучении проблем средневековья.","Бессмертный","м"
509,30,1,28,1971,"34","Проблемы Возрождения.","Брагина","ж"
510,8,18,1,1971,"34","«Любовная философия» Фраическо Патрици и философия любви Тарквинии Мольца.","Горфункель","м"
511,5,21,1,1971,"34","Структура и эволюция феодального общества (XI—XV вв.)","Гутнова","ж"
512,11,20,5,1971,"34","Вступительное слово","Жуков","м"
513,27,26,1,1971,"34","Генеральный Совет Лиги (из истории Католической Лиги во Франции 1584—1596 гг.)","Лозинский","м"
514,5,1,4,1971,"34","Роль дворянства в истории позднего феодализма.","Люблинская","ж"
515,15,17,19,1971,"34","Социально-экономические сдвиги в районах производства и торговли вайдой в Германии XIV—XVII вв.","Майер","м"
516,15,1,8,1971,"34","Проблемы истории Древней Руси.","Пашуто","м"
517,1,15,11,1971,"34","Вера в судьбу. Группа, индивид, эталоны поведения (Некоторые выводы из источников эпохи викингов)","Пекарчик","м"
518,1,12,2,1971,"34","Яков Александрович Левицкий (1906—1970)","Редколлегия","—"
519,18,1,12,1971,"34","Западногерманские города в раннем средневековье (опыт сравнительной классификации). (II)","Рослановский","м"
520,18,23,1,1971,"34","Средневековый город и его эволюция.","Рутенбург","м"
521,11,17,1,1971,"34","Взгляды Джона Уиклифа на общность имущества и равенство","Сапрыкин","м"
522,19,1,2,1971,"34","Основные проблемы медиевистики на XIII Международном конгрессе исторических наук в Москве.","Сказкин","м"
523,10,18,1,1971,"34","Складывание социальной структуры средневекового города (XI—XIII вв.).","Стам","м"
524,26,23,18,1971,"34","Страны Востока в средневековье.","Тверитинова","ж"
525,23,1,2,1971,"34","Генезис и типология феодализма.","Удальцова","ж"
526,1,15,13,1971,"34","Образование и эволюция структуры манора Стонор в XIV—XV вв. (К вопросу возникновения новой крупной","Ульянов","м"
527,5,1,20,1971,"34","Крестьянство юга Парижского района в XVI—XVII вв. (К вопросу о дифференциации французского","Червонная","ж"
528,16,19,14,1971,"34","История представительных и парламентских учреждений в средние века.","Черепнин","м"
529,30,1,28,1971,"34","Некоторые итоги рассмотрения проблемы генезиса капитализма.","Чистозвонов","м"
530,30,11,10,1971,"34","Заметки о русско-итальянских отношениях XV — первой трети XVI в.","Шаркова","ж"
531,20,5,11,1971,"34","Валафрид Страбон и его поэма «О культуре садов» или «Садик».","Шульц","м"
532,10,1,12,1972,"35","А. Д. Люблинская и Отдел рукописей Государственной Публичной библиотеки им. М. Е. Салтыкова-Щедрина","Бернадская, Воронова","—"
533,15,1,10,1972,"35","А. Д. Люблинская - историк-медиевист","Бессмертный, Малов","—"
534,24,10,23,1972,"35","К вопросу об эстетической подготовке учителя","Венкстерн","ж"
535,26,25,27,1972,"35","Падуанский кодекс XV в. в собрании рукописей ГПБ","Горфункель","м"
536,1,5,18,1972,"35","Фюстель де Куланж и его концепция генезиса феодализма","Гутнова","ж"
537,24,1,11,1972,"35","Румынское книгопечатание XVI в. (результаты и перспективы исследований)","Демень","м"
538,1,8,3,1972,"35","Так называемое «добровольное рабство» в раннесредне-вековой Швеции и его сущность (к вопросу о","Ковалевский","м"
539,15,30,1,1972,"35","«Большой мятеж» 1529 г. в Лионе (Из истории классовой борьбы во Франции)","Молдавская","ж"
540,1,6,12,1972,"35","О практических занятиях по истории средних веков в университетах","Москаленко","м"
541,15,17,8,1972,"35","О программе восстания в Ажене (Южная Франция) в 1514 г","Райцес","м"
542,1,30,8,1972,"35","Флорентийский ремесленник о генуэзском восстании 1574-1576 гг.","Рутенбург","м"
543,1,23,19,1972,"35","Городские хартии и распространение муниципальных привилегий в шведских городах с середины XIII по","Сванидзе","ж"
544,15,1,13,1972,"35","Севообороты средневековой Франции (IX-XIII вв.)","Серовайский","м"
545,1,15,21,1972,"35","Об эволюции социально-экономической структуры Северо-Востока Бразилии в XVI-XVIII вв.","Смиренская","ж"
546,26,13,9,1972,"35","Образование и эволюция структуры манора Стонор в XIV-XV вв. (к вопросу о возникновении новой","Ульянов","м"
547,15,1,29,1972,"35","Проблема становления капиталистического фермерства во Франции (на примере парижского района XVII в.)","Червонная","ж"
548,1,9,12,1972,"35","К истории русско-итальянских экономических связей в XVII в.","Шаркова","ж"
549,1,5,15,1973,"36","О характере и роли аграрных городов в Венгерском государстве XV в.","Бачкай","ж"
550,1,12,10,1973,"36","Существовал ли в Вандальском королевстве фиск (государственная казна) ","Беляев","м"
551,28,8,1,1973,"36","О характере немецкой средневековой этнической общности в XI—XIII вв.","Беркович","м"
552,11,24,20,1973,"36","Две правды Пьетро Помпонацци","Горфункель","м"
553,16,6,1,1973,"36","Томас Старки и его место в истории политической мысли Англии XVI в.","Каменецкий","м"
554,15,1,9,1973,"36","Снорри Стурлусон. Сага об Инглингах. Перевод с древнеисландского и комментарий","Ковалевский","м"
555,15,30,1,1973,"36","К вопросу о времени возникновения цензивы в феодальной Франции","Конотокин","м"
556,9,20,5,1973,"36","Агрикультура и урожайность зерновых в Тоскане в XII - XIV вв.","Котельникова","ж"
557,15,13,2,1973,"36","Политические теории Уильяма Оккама и античность","Раскина","ж"
558,26,24,7,1973,"36","Социально-политический идеал гуманиста Фруловизи","Ревякина","ж"
559,15,29,1,1973,"36","Торговля России со странами Западной Европы в Архангельске (конец XVI - начало XVII в.)","Флоря","м"
560,1,18,15,1973,"36","Детерминанты технологии средневекового шерстоткачества (преимущественно на материалах Нидерландов)","Чистозвонов","м"
561,6,10,8,1973,"36","Вандальберт Прюмский и его поэма «О названиях, знаках зодиака, культурах и климатических свойствах","Шульц","м"
562,1,5,23,1973,"37","Внутренняя колонизация в Сассексе в XI - начале XIV в.","Авдеева","ж"
563,15,1,5,1973,"37","Организация и характер деятельности английской администрации в Гаскони (конец XIII - начало XIV в.)","Басовская","ж"
564,5,12,30,1973,"37","Народная культура раннего средневековья в зеркале «покаянных книг»","Гуревич","м"
565,1,15,29,1973,"37","Иельская карта, ее защитники и критики","Коган","м"
566,24,5,1,1973,"37","Кредитно-ростовщические операции в итальянской деревне в XII-XIV вв. и их влияние на экономическое","Котельникова","ж"
567,5,24,11,1973,"37","О росте населения Парижа в XVI в.","Лозинский","м"
568,12,26,23,1973,"37","Борис Ильич Рыськин","Москаленко","м"
569,8,17,1,1973,"37","Место служилого рыцарства в социально-политической жизни Англии XIV в.","Писарев","м"
570,29,1,15,1973,"37","Виктор Федорович Семенов","Редколлегия","—"
571,15,1,25,1973,"37","Памяти Сказкина","Редколлегия","—"
572,15,25,10,1973,"37","Взаимоотношения государства и купечества в области торговли и финансов в Англии XIV в.","Репина","ж"
573,12,9,1,1973,"37","Политика тосканского правительства в отношении народных масс (вторая половина XVI - начало XVII в.)","Ролова","ж"
574,1,12,23,1973,"37","Два типа купеческих компаний Южной Германии на рубеже XV-XVI вв.","Савина","ж"
575,1,11,14,1973,"37","Проблемы феодализма и раннего капитализма в странах Балтики (Вторая региональная конференция","Сванидзе","ж"
576,1,23,2,1973,"37","Идея свободы воли в ранних произведениях Эразма Роттердамского","Смирин","м"
577,8,15,1,1973,"37","Памяти Евгения Алексеевича Косминского. Материалы заседания в Институте всеобщей истории АН СССР 20","Удальцова","ж"
578,25,14,12,1973,"37","Человек, время, судьба в трактате Боэция «Об утешении философией»","Уколова","ж"
579,5,28,15,1973,"37","Проблемы истории средневековья на V конгрессе историков ГДР","Чистозвонов","м"
580,15,17,16,1973,"37","Сельские ренты в Голландии в конце XV - начале XVI в. как форма ростовщического кредита","Чистозвонов","м"
581,1,12,29,1974,"38","О сенаторах Истории Виктора из Виты","Беляев","м"
582,15,17,1,1974,"38","Английское издание источников восстания Уота Тайлера","Венкстерн","ж"
583,1,15,13,1974,"38","Из истории народной культуры и ереси Лжепророки и церковь во Франкском госу","Гуревич","м"
584,22,2,1,1974,"38","Средневековое крестьянство и ереси","Гутнова","ж"
585,23,26,15,1974,"38","Академик Е А Косминский","Гутнова, Осипова","—"
586,1,14,15,1974,"38","К вопросу о взглядах Фрэнсиса Бэкона на английскую историю История и полити","Карев","м"
587,15,1,8,1974,"38","Академик С Д Сказкин","Карева","ж"
588,1,12,15,1974,"38","Сага о гутах перевод и комментарий","Ковалевский","м"
589,15,2,26,1974,"38","Итальянский город раннего средневековья и его роль в процессе генезиса феод","Котельникова","ж"
590,1,13,2,1974,"38","Торговые пути и некоторые стороны социально-экономического развития Централ","Котельникова","ж"
591,10,5,1,1974,"38","Сельская община и город в Северной Франции XIXIII вв","Люблинская","ж"
592,1,12,15,1974,"38","К вопросу о трактовке проблемы сельской общины в современной историографии ","Мильская","ж"
593,29,15,16,1974,"38","Академик Д М Петрушевский","Могильницкий","м"
594,1,2,26,1974,"38","О соотношении исторического и естественнонаучного познания","Могильницкий","м"
595,4,1,16,1974,"38","Радикально-бюргерская оппозиция в Аугсбурге в 70-е годы ход движения и соци","Некрасов","м"
596,1,2,29,1974,"38","Политические памфлеты Второй английской республики","Павлова","ж"
597,10,1,24,1974,"38","К вопросу о профессиональной имущественной и социальной дифференциации горо","Репина","ж"
598,23,12,1,1974,"38","Социальный состав городского населения и социальная борьба в Генуе в XVI в","Рутенбург","м"
599,13,1,2,1974,"38","Торговые пути в XVXVI вв по итальянским хроникам","Рутенбург","м"
600,27,23,1,1974,"38","Дольчино и Библия к вопросу о толковании Священного писания как способе рев","Самаркин","м"
601,4,16,1,1974,"38","Принцип индивидуализма в английской политической литературе конца XVXVI в","Сапрыкин","м"
602,15,1,17,1974,"38","Некоторые тенденции в современной буржуазной историографии средневекового г","Стам","м"
603,16,1,30,1974,"38","Цветные микрофильмы Бодлеянской библиотеки","Ульянов","м"
604,1,8,18,1974,"38","Политические воззрения генуэзского историка XVI в Уберто Фольетты","Чиколини","ж"
605,1,15,2,1974,"38","Введение","Чистозвонов","м"
606,11,22,10,1974,"38","Историческое место XVI века в процессе генезиса капитализма в Европе","Чистозвонов","м"
607,1,9,2,1974,"38","Транспортные цехи их смежники и торговля в Амстердаме в XVI в","Чистозвонов","м"
608,8,28,1,1975,"39","Внутренняя колонизация в Англии в XIXIII вв","Авдеева","ж"
609,1,15,2,1975,"39","Крестьянская семья во Франции IX в Заметки о статье Э Коулмен Детоубийство ","Бессмертный","м"
610,20,1,11,1975,"39","Три новые книги Ж Дюби","Бессмертный","м"
611,17,20,25,1975,"39","Театр мистерии и город в Англии в XIVпервой половине XV в К вопросу о культ","Богодарова","ж"
612,3,1,11,1975,"39","Проблемы аграрной истории Испании XVI в в зарубежной буржуазной историограф","Денисенко","м"
613,15,1,13,1975,"39","Котельникова Проблемы медиевистики на VI Международной конференции по экономической исто","Каштанов","м"
614,15,17,1,1975,"39","Цензива в деревне Северной Франции в период развитого феодализма XIIXIV вв","Конотокин","м"
615,10,11,1,1975,"39","Экономическое положение крестьян-испольщиков в Тоскане в XV в","Котельникова","ж"
616,1,15,10,1975,"39","К вопросу о соотношении исторического и художе ственного познания","Могильницкий","м"
617,15,1,12,1975,"39","Происхождение и программа деятельности радикально-бюргерской оппозиции в Ау","Некрасов","м"
618,18,10,23,1975,"39","Лютер и немецкая реформация в освещении Герхарда Риттера","Парсамов","м"
619,4,23,12,1975,"39","Памяти Александра Самойло","Редколлегия","—"
620,15,1,5,1975,"39","Памяти Моисея Менделевича Смирина","Редколлегия","—"
621,1,23,29,1975,"39","Проблемы генезиса и развития феодализма на VI Всесоюзной конференции по изу","Сванидзе","ж"
622,19,26,10,1975,"39","Крестьянские общины в системе заповедного королевского леса в Англии в XIXI","Серовайская","ж"
623,18,1,5,1975,"39","Передовые идеи народной реформации","Смирин","м"
624,17,20,15,1975,"39","Чистозвонов Научная конференция Крестьянская война в Германии 15241525 гг история тради","Смирин","м"
625,15,1,2,1975,"39","Европейский крестьянин в борьбе за землю и волю XIVXV вв","Чистозвонов","м"
626,11,1,5,1975,"39","Проблемы медиевистики на VI Международном конгрессе экономической истории К","Чистозвонов","м"
627,6,5,10,1976,"40","Характерные черты южноитальянского города в раннее средневековье VI  XI вв","Абрамсон","ж"
628,1,15,25,1976,"40","Социальный аспект внутренней колонизации в Англии XIIXIII вв Состав ее учас","Авдеева","ж"
629,15,30,1,1976,"40","XIV век в истории манора Ислип Оксфордшир Эволюция поземельных и рентных от","Барг","м"
630,30,16,1,1976,"40","Отчуждение селений и земель королевской властью в Испании XVI в","Денисенко","м"
631,4,24,1,1976,"40","Идейно-политическая борьба в Англии в 30-х 50-х годах XVI в К вопросу об ид","Каменецкий","м"
632,20,1,17,1976,"40","Аграрная история Италии XIV  XV вв в современной западной медиевистике и ко","Котельникова","ж"
633,26,7,2,1976,"40","Михаил Михайлович Бахтин и медиевистика","Люблинская","ж"
634,10,20,1,1976,"40","Некоторые проблемы формирования крестьянства раннефеодальной Германии","Мильская","ж"
635,8,1,13,1976,"40","Черкасов О некоторых тенденциях развития современной буржуазной историографии ФРГ","Могильницкий","м"
636,15,1,13,1976,"40","Николай Павлович Грацианский 18861945","Москаленко","м"
637,8,15,1,1976,"40","Макиавелли в оценке Г Риттера и Ф Мейнеке","Парсамов","м"
638,5,23,1,1976,"40","Всесоюзная конференция по проблемам периодизации Возрождения","Редколлегия","—"
639,15,11,22,1976,"40","Проблемы медиевистики в журнале Past and Present за 19721974 гг","Репина","ж"
640,15,1,13,1976,"40","Южнонемецкий торгово-ростовщический капитал в горном деле за пределами герм","Савина","ж"
641,18,5,1,1976,"40","Обмен и эволюция средств обращения в Швеции с XIII до начала XVI в","Сванидзе","ж"
642,6,1,8,1976,"40","О задачах и методике семинарских практических занятий по истории в универси","Серовайский","м"
643,15,29,1,1976,"40","Проблемы медиевистики на XIV Международном конгрессе исторических наук в Са","Удальцова","ж"
