"","article_id","Year","Issue","Title","Author","Gender"
"315",315,"1963","23","Рецензии","Коллектив авторов","—"
"316",316,"1963","23","О развитии феодальных отношений в готской Испании (Рост частной власти и политической","Корсунский","м"
"317",317,"1963","23","Проблемы общины в трудах И.В. Лучицкого","Лаптин","м"
"318",318,"1963","23","К истории церковного и монастырского землевладения в Сербии, Македонии и Зете во второй половине","Наумов","м"
"319",319,"1963","23","Из истории земельной собственности в Боцене и его окрестностях в X-XI вв. (До превращения Боцена в","Неусыхин","м"
"320",320,"1963","23","Оккам как политический мыслитель в оценке буржуазной историографии","Раскина","ж"
"321",321,"1963","23","Стоклицкая-Терешкович Некролог","Редколлегия","—"
"322",322,"1963","23","К вопросу о состоянии промышленности Флоренции во второй половине XVI в. и в первой половине XVII в.","Ролова","ж"
"323",323,"1963","23","К вопросу о номенклатуре так называемого готического письма рукописных книг XIII-XV вв.","Романова","ж"
"324",324,"1963","23","Вопросы происхождения средневекового европейского города в современной западногерманской буржуазной","Рыськин","м"
"325",325,"1963","23","Начало Ирландского восстания (1641-1652 гг.)","Сапрыкин","м"
"326",326,"1963","23","Основные проблемы истории университетов в средние века в освещении современной буржуазной","Сидорова","ж"
"327",327,"1963","23","Вопросы морали и семьи у анабаптистов XVI в.","Чистозвонов","м"
"328",328,"1963","24","О социальном значении новых форм земельных держаний в рейнской деревне XII-XIII вв.","Бессмертный","м"
"329",329,"1963","24","Из истории крупного землевладения Цистерцианского ордена в Любушской земле в XIII - первой половине","Вельгош","м"
"330",330,"1963","24","Гуманистические воззрения Ульриха фон Гуттена","Володарский","м"
"331",331,"1963","24","К вопросу об экономических отношениях стран Восточной и Западной Европы в переломный период","Грох","м"
"332",332,"1963","24","Норвежские бонды в XI-XII вв.","Гуревич","м"
"333",333,"1963","24","Марксистско-ленинская теория отражения и историческая наука","Данилов","м"
"334",334,"1963","24","Рецензии","Коллектив авторов","—"
"335",335,"1963","24","Земельная рента в Тоскане в XI-XIII вв. (по материалам Луккской округи)","Котельникова","ж"
"336",336,"1963","24","Медиевисты ГДР о городских восстаниях","Люблинская","ж"
"337",337,"1963","24","«Чешский вопряс» и политические взаимоотношения Западной и Восточной Европы в первый период","Полишенский","м"
"338",338,"1963","24","Некоторые особенности развития стокгольмских цехов в конце XIV и в XV в.","Сванидзе","ж"
"339",339,"1963","24","Социальная борьба в горных районах Саксонии в конце XV - начале XVI в. и во время Великой","Смирин","м"
"340",340,"1963","24","К истории книги и библиотек по завещаниям гуманистов и ученых итальянского Возрождения (1320-1574","Хоментовская","ж"
"341",341,"1963","24","Некоторые формы раннекапиталистических отношений в немецком книгопечатании второй половины XV -","Ястребицкая","ж"
"342",342,"1964","25","Материалы педагогической деятельности Н. А. Сидоровой","Асиновская","—"
"343",343,"1964","25","К изучению торговли в среднерейнской деревне","Бессмертный","м"
"344",344,"1964","25","Некоторые черты средневековой историографии","Вайнштейн","м"
"345",345,"1964","25","Идеология немецко-австрийского вальденства в XIV в.","Вернер","м"
"346",346,"1964","25","Место и значение буржуазной позитивистской историографии в развитии исторической науки","Гутнова","ж"
"347",347,"1964","25","Советская историография крестовых походов","Заборов","м"
"348",348,"1964","25","Идея свободы человека в ученнях русских еретиков конца XV - первой половины XVI в.","Клибанов","м"
"349",349,"1964","25","Об условнях посоления вестготов в Южной Галлии и Испании .","Корсунский","м"
"350",350,"1964","25","Земельная рента в округе Флоренции в XI-XII вв","Котельникова","ж"
"351",351,"1964","25","Читатели о Средних веках","Котельникова","ж"
"352",352,"1964","25","Научная, педагогическая и общественная деятельность Н. А. Сидоровой","Люблинская, Гутнова, Левицкий","—"
"353",353,"1964","25","Новые данные по петочниковедени Салической прав-ды. Очерк 3. Опыт истолкования некоторых текстов","Неусыхин","м"
"354",354,"1964","25","Элементы народного свободомыслия в движении амальрикан","Рамм","м"
"355",355,"1964","25","История средневековой Италии","Рутенбург","м"
"356",356,"1964","25","Аграрный строй английской колонии в Ирландии в XII в.","Сапрыкин","м"
"357",357,"1964","25","Некоторые вопросы истории цехового строя Стокгольма (конец XIV-XV в.)","Сванидзе","ж"
"358",358,"1964","25","Положение обычных держателей Юго-Западной Англии во второй половине XVI - начале XVII в.","Семенов","м"
"359",359,"1964","25","Социальная борьба в горных районах Саксонии в конце XV - начале XVI в. и во время Великой","Смирин","м"
"360",360,"1964","25","Об одном реакционном течении в современной французской историографии","Стам","м"
"361",361,"1964","25","Греки из Морен в средневековой России","Тихомиров","м"
"362",362,"1964","25","К вопросу о русских источниках по истории Флорентийской унии","Черепнин","м"
"363",363,"1964","26","Научная конференция по истории, экономике, языку и литературе Скандинавских стран","А.С.","—"
"364",364,"1964","26","Некоторые проблемы социально-политическом истории периода Каролингов в современной","Бессмертный","м"
"365",365,"1964","26","Социально-политические взгляды Ульриха фон Гуттена","Володарский","м"
"366",366,"1964","26","Норвежские бонды в XI-XII вв.","Гуревич","м"
"367",367,"1964","26","Из опыта ведения просеминаров по истории средних веков","Гутнова","ж"
"368",368,"1964","26","Работа сектора истории средних веков Института Истории АН СССР","Жаботинская","ж"
"369",369,"1964","26","О происхождении готического курсива","Киселева","ж"
"370",370,"1964","26","Ландслаг короля Магнуса Эрикссона","Ковалевский","м"
"371",371,"1964","26","Защиты докторских диссертаций","Коллектив авторов","—"
"372",372,"1964","26","Рецензии","Коллектив авторов","—"
"373",373,"1964","26","Неизданные кремонские акты XII в.","Кононенко А.М.","ж"
"374",374,"1964","26","Вопросы аграрной истории Германии XIV-XVI вв. в освещении буржуазных историков ФРГ.","Майер","м"
"375",375,"1964","26","К 70летию Самойло","Редколлегия","—"
"376",376,"1964","26","К вопросу о положении полусвободных в англосаксонском обществе","Соколова","ж"
"377",377,"1964","26","Из истории русско-фландрских торговых связей в XVI в.","Флоря","м"
"378",378,"1965","27","К вопросу об особенностях процесса формирования немецкой народности","Беркович","м"
"379",379,"1965","27","Опыт проблемного построения курса истории средних веков в Новосибирском государственном университете","Бессмертный","м"
"380",380,"1965","27","Данные немецких источников раннего средневековья о славянах и программа восточной экспансии у","Доннерт","м"
"381",381,"1965","27","Народное движение в Южных Нидерландах и Франции в 1320 г.","Керов","м"
"382",382,"1965","27","К 250-летию Библиотеки Академии наук СССР (из историк Библиотеки и фондов)","Киселева","ж"
"383",383,"1965","27","Рецензии","Коллектив авторов","—"
"384",384,"1965","27","Освобождение крестьян в Тоскане в XII-XIII вв.","Котельникова","ж"
"385",385,"1965","27","О некоторых особенностях мануфактур-ного этапа в развитии капитализма (на примере Франции в начале","Люблинская","ж"
"386",386,"1965","27","Виноградарство и его место в аграрной истории Германии XIV-XVI вв.","Майер","м"
"387",387,"1965","27","Развитие французского письма XVI-XVIII вв. по каллиграфическим источникам","Малов","м"
"388",388,"1965","27","К 70летию Вайнштейна","Редколлегия","—"
"389",389,"1965","27","Особенности хозяйственной деятельности шведских бондов и их рыночные связи в XIV-XV вв.","Сванидзе","ж"
"390",390,"1965","27","Практикум по истории средних веков в пединституте (из опыта работы)","Фрейденберг","м"
"391",391,"1965","27","Проблема отношения разума и веры у парижских аверроистов (по трактату Бозция Дакийского «О вечности","Шевкина","ж"
"392",392,"1965","28","О состоянии производительных сил в сельском хозяйстве Южной Италин (X-XIII вв.). Земледелие","Абрамсон","ж"
"393",393,"1965","28","Гуманизм в борьбе со схоластицизмом в лекциях П. Н. Кудрявцева (1848-1849 гг.)","Асиновская","ж"
"394",394,"1965","28","Поражение Тюрингенского восстания при Франкен-хаузене (15 мая 1525 г.). Его предпосылки и причины","Бензинг","м"
"395",395,"1965","28","Изменение структуры межсеньориальных отношений в Восточной Франции XIII в.","Бессмертный","м"
"396",396,"1965","28","Этические взгляды Джованни Пико делла Мирандола","Брагина","ж"
"397",397,"1965","28","Проблемы итальянского гуманизма в трудах Э. Гарана","Брагина, Ревякина","—"
"398",398,"1965","28","Научно-педагогическая деятельность М. М. Смирина","Володарский","м"
"399",399,"1965","28","Г. Зибель и начало критической разработки источников первого крестового похода (Из истории","Заборов","м"
"400",400,"1965","28","Некоторые проблемы аграрного развития Чехии XIV - начала XV в. в современной историографии","Иванов","м"
"401",401,"1965","28","Дипломатика Бриудского картулярия (об одной знаменитой генеалогической подделке)","Катушкина","ж"
"402",402,"1965","28","Рецензии","Коллектив авторов","—"
"403",403,"1965","28","Три карты по истории Жакерии","Конокотин","м"
"404",404,"1965","28","Город и освобождение сервов в Италии XIII в. («Райская книга» Болоньи, 1257 г.)","Котельникова","ж"
"405",405,"1965","28","Имущественное положение крестьянства в Юго-Западной Германии на рубеже XIV--XV вв. (По","Майер","м"
"406",406,"1965","28","Виллибальд Пиркгеймер и его место среди немецких гуманистов","Немилов","м"
"407",407,"1965","28","Реформационный проект Иоганна Эберлина из Гюнцбурга (1521 г.)","Первухин","м"
"408",408,"1965","28","Обзор статей по истории средневековья. Hispania","Пичугина","ж"
"409",409,"1965","28","Папско-русские отношения в средние века в освещении современной буржуазной историографии","Рамм","м"
"410",410,"1965","28","От Пеголотти до Ущцано","Рутенбург","м"
"411",411,"1965","28","Из истории городского строя Швеции XIII в.","Сванидзе","ж"
"412",412,"1965","28","К вопросу о распределении прав собственности среди бургувдских феодалов в X-XII вв.","Серовайский","м"
"413",413,"1965","28","«Воображаемая республика» итальянского утописта XVI в. Людовико Агостини","Чиколини","ж"
"414",414,"1965","28","Вестфальский мирный Конгресс 1643-1648 гг. и чешский вопрос","Шинделарж","м"
"415",415,"1965","28","Николай Кузанский - оригинальный немецкий мыслитель XV в. (К 500-летию со дня смерти Н. Кузанского","Штерн","м"
"416",416,"1966","29","Вторая научная конференция по истории, экономике, языку и литературе Скандинавских стран и Финляндии","А.С.","—"
"417",417,"1966","29","Архив О. А. Добиаш-Рождественской в Государственной Публичной библиотеке им. М. Е. Салтыкова-Щедрина","Воронова","ж"
"418",418,"1966","29","Отчет Рено де Сент-Бева о расходах по командировке в Лион (февраль-март 1313 г.)","Воронова","ж"
"419",419,"1966","29","К семидесятипятилетию академика Сергея Даниловича Сказкина","Гутнова","ж"
"420",420,"1966","29","Основные источники и историография по истории крестьян-ской идеологии в Англии XIII-XIV вв.","Гутнова","ж"
"421",421,"1966","29","Духовенство и дворянство на Генеральных штатах 1302-1308 гг.","Денисова","ж"
"422",422,"1966","29","Неизданные письма Мабильона","Катушкина","ж"
"423",423,"1966","29","Рецензии","Коллектив авторов","—"
"424",424,"1966","29","Об одной французской рукописи XIV в. (Из истории виноделия во Франции)","Конокотин","м"
"425",425,"1966","29","Историографические элементы в лекционном курсе истории средних веков на исторических факультетах","Лаптин","м"
"426",426,"1966","29","Значение трудов О. А. Добиаш-Рождественской для развития латинской палеографии в СССР","Люблинская","ж"
"427",427,"1966","29","Некролог Робера Фавтье","Люблинская","ж"
"428",428,"1966","29","Французские государственные секретари в XVI-XVII вв. (К вопросу о значении данных палеографии для","Малов","м"
"429",429,"1966","29","Фрагменты латинских рукописей VIII-Х вв. из коллекций Академии наук СССР","Мурьянов","м"
"430",430,"1966","29","Из истории каролингского минускула в Северной Франции в середине IX в.","Неретина","ж"
"431",431,"1966","29","Неизвестная раннесредневековая миниатюра с изображением «добродетелей»","Рамм","м"
"432",432,"1966","29","Книжное готическое письмо во Франции в XIII-начале XIV в. (по материалам рукописного собрания ГПБ)","Романова","ж"
"433",433,"1966","29","К вопросу о распределении прав собственности среди бургундских феодалов в X-XII вв.","Серовайский","м"
"434",434,"1966","29","Борьба горнорабочих Тироля и социально-политическая программа Михаила Гайсмайера","Смирин","м"
"435",435,"1966","29","Оксфордширский манор Уотлингтон в 1086-1300 гг.","Ульянов","м"
"436",436,"1966","29","Установление прямых торговых сношений России со Швецией после Столбовского мира 1617 г.","Шаскольский","м"
"437",437,"1966","29","Вестфальский мирный конгресс 1643-1648 гг. и чешский вопрос II","Шинделарж","м"
"438",438,"1967","30","Из истории формулы средневековой Германской империи","Беркович","м"
"439",439,"1967","30","Итальянская рукописная книга в собрании ГПБ в Ленинграде","Бернадская","ж"
"440",440,"1967","30","Система внутриклассовых отношений среди сеньоров Северной Франции и Западной Германии в XIII в.","Бессмертный","м"
"441",441,"1967","30","Проблемы медиевистики на XII Международном конгрессе историков в Вене","Вайнштейн","м"
"442",442,"1967","30","Англосаксонский фолькленд и древненорвежский одаль (опыт сравнительной характеристики дофеодальных","Гуревич","м"
"443",443,"1967","30","Пятьдесят лет советской медиевистики","Гутнова","ж"
"444",444,"1967","30","Рецензии","Коллектив авторов","—"
"445",445,"1967","30","Конференции читателей сборника  Средние века ","Котельникова","ж"
"446",446,"1967","30","Из истории классовой борьбы английского крестьянства в XV в.","Кузнецов","м"
"447",447,"1967","30","К вопросу о характере так называемой  gilda mercatoria  в Англии XI-XIII вв.","Левицкий","м"
"448",448,"1967","30","К вопросу о характере землевладения в Астурии в IX-XII вв. (по документам епископства Овьедо)","Мильская","ж"
"449",449,"1967","30","Земельные собственники и землевладельцы  франкского ,  алеманнского ,  бургундского  и  баварского ","Нейберт","м"
"450",450,"1967","30","Новые данные по источниковедению Салической правды (очерк 4)","Неусыхин","м"
"451",451,"1967","30","Статьи по истории средних веков, опубликованные в журнале  Irish Historical Studies  за 1962-1964","Осипова","ж"
"452",452,"1967","30","Население Монпелье в XII в.","Ревуненкова","ж"
"453",453,"1967","30","О роли ростовщического капитала в Северо-Восточной Италии XIII-XIV вв.","Самаркин","м"
"454",454,"1967","30","К шестидесятилетию Я.А. Левицкого","Сванидзе","ж"
"455",455,"1967","30","Землевладение семьи Стонор в XI-XIII вв. (К вопросу о происхождении мелкой вотчины в средневековой","Ульянов","м"
"456",456,"1967","30","Итальянская политика средневековой Германской империи в освещении западногерманской историографии","Фризман","м"
"457",457,"1968","31","Влияние торговли на формирование феодальных отношений в Южной Италии","Абрамсон","ж"
"458",458,"1968","31","Аргиропуло (из истории философии итальсского Возрождения)","Брагина","ж"
"459",459,"1968","31","Ястребицкая Научная сессия комиссии историков СССР и ГДР","Володарский","м"
"460",460,"1968","31","Богатство и дарение у скандинавов в раннем средневековье (некоторые нерешенные проблемы социальной","Гуревич","м"
"461",461,"1968","31","Некоторые нерешенные проблемы социальной структуры дофеодального общества. Индивид и общество","Гуревич","м"
"462",462,"1968","31","Вступительное слово","Жуков","м"
"463",463,"1968","31","Обсуждение доклада А. И. Неусыхина","Коллектив авторов","—"
"464",464,"1968","31","Обсуждение доклада А. Я. Гуревича","Коллектив авторов","—"
"465",465,"1968","31","Обсуждение доклада А.Д. Люблинской","Коллектив авторов","—"
"466",466,"1968","31","Обсуждение доклада А.Р. Корсунского","Коллектив авторов","—"
"467",467,"1968","31","Обсуждение доклада М.Я. Сюзюмова","Коллектив авторов","—"
"468",468,"1968","31","Государство и этнические общности в раннефеодальный период в Западной Европе","Корсунский","м"
"469",469,"1968","31","Лондонская гильдия торговцев тканями в XV - начале XVI в.","Кузнецов","м"
"470",470,"1968","31","Типология раннего феодализма и проблема романо-германского синтеза","Люблинская","ж"
"471",471,"1968","31","Английский гуманист Томас Старки - представитель ранней буржуазной идеологии","Мещерякова","ж"
"472",472,"1968","31","Дофеодальный период как переходная стадия развития от родоплеменного строя к раннефеодальному","Неусыхин","м"
"473",473,"1968","31","Возникновение и развитие помещичьей торговли и товарного производства в Венгрии XVI в","Пах","м"
"474",474,"1968","31","Вторая Всесоюзная конференция студентов-медиевистов в Москве","Первухин","м"
"475",475,"1968","31","Мария Михайловна Себенцова (1891-1967)","Редколлегия","—"
"476",476,"1968","31","К исследованию демографии шведского города XIV-XV вв.","Сванидзе","ж"
"477",477,"1968","31","Чистозвонов Празднование 450-летия Реформации в Германской Демократической Республике","Смирин","м"
"478",478,"1968","31","Проблема возникновения средневекового города в западной Европе","Сюзюмов","м"
"479",479,"1968","31","Итоги работы сессии","Удальцова","ж"
"480",480,"1968","31","Реджинальд Вивиан Леннард (1885-1967)","Ульянов","м"
"481",481,"1968","31","Историография и проблемы марксистского исследования нидерландскои буржуазной революции XVI в","Чистозвонов","м"
"482",482,"1969","32","Южноитальянская община IX-XIII вв.","Абрамсон","ж"
"483",483,"1969","32","Судьбы коронного домена Англии в XI-XIII вв.","Барг","м"
"484",484,"1969","32","Наемные рабочие в Риме первой половины XIV в.","Бортник","м"
"485",485,"1969","32","A. И. Неусыхин - историк-медиевист, ученый и педагог","Данилов","м"
"486",486,"1969","32","Неизвестный византийский писатель XII в. Лев Валианит","Каждан","м"
"487",487,"1969","32","Ученичество в торговых и ремесленных гильдиях английских городов XIV-XV вв.","Кириллова","ж"
"488",488,"1969","32","Политические и философские теории XVI в. о народах Нового Света","Коган-Бернштейн","ж"
"489",489,"1969","32","Особенности вассально-ленных отношений в Германии X-XIII вв.","Колесницкий","м"
"490",490,"1969","32","О статусе франкских колонов","Корсунский","м"
"491",491,"1969","32","Переселение в город свободных крестьян (по материалам Средней Италин XII-XIV вв.)","Котельникова","ж"
"492",492,"1969","32","Проблема взаимоотношений города и деревни в средневековой Англии","Левицкий","м"
"493",493,"1969","32","Английская политика в отношении ирландских городов в XIII - начале XIV века","Осипова","ж"
"494",494,"1969","32","Новый источник по экономике Италии XIV в.","Рутенбург","м"
"495",495,"1969","32","Проблемы медиевистики на Международном конгрессе историков-экономистов в Блумингтоне","Рутенбург","м"
"496",496,"1969","32","Чиполла. Монета и средиземноморская цивилизация. Превращения лиры","Самаркин","м"
"497",497,"1969","32","К исследованию демографии шведского города XIV-XV вв.","Сванидзе","ж"
"498",498,"1969","32","О путях формирования феодальной собственности на леса и пастбища во Франкском государстве","Серовайский","м"
"499",499,"1969","32","Бессмертный «История европейского крестьянства»  задачи и характер издания","Сказкин","м"
"500",500,"1969","32","Поместье в Англии до нормандского завоевания","Соколова","ж"
"501",501,"1969","32","Тулузский патрициат в XII-XIII вв.","Стам","м"
"502",502,"1969","32","Еще раз о Стратегнконе Псевдо-маврикия","Удальцова","ж"
"503",503,"1969","32","К вопросу о сравнительно-историческом методе изучения русского и западноевропейсого феодализма","Черепнин","м"
"504",504,"1969","32","К итогам обсуждения проблем генезиса капитализма в странах Западной Европы","Эпштейн","м"
"505",505,"1971","33","К вопросу об английской политике в Гаскони в конце XIII в. (по данным Гасконских свитков)","Басовская","ж"
"506",506,"1971","33","Северофранцузский серваж (к изучению общего и особенного в формах феодальной зависимости крестьян)","Бессмертный","м"
"507",507,"1971","33","Данте и пополанская коммуна","Горфункель","м"
"508",508,"1971","33","Николай Иосифович Конрад","Гуревич","м"
"509",509,"1971","33","Историко-методологические аспекты ленинской критики экономического романтизма","Иванов","м"
"510",510,"1971","33","Требования кентских повстанцев 1450 г. и политическая программа Джона Фортескью","Каменецкий","м"
"511",511,"1971","33","Ученичество в торговых и ремесленных гильдиях английских городов XIV-XV вв. (II)","Кириллова","ж"
"512",512,"1971","33","Шведские областные законы как исторический источник","Ковалевский","м"
"513",513,"1971","33","Рецензии","Коллектив авторов","—"
"514",514,"1971","33","Размышления над книгой о Данте","Коробков","м"
"515",515,"1971","33","Генеральный совет Лиги (из истории Католической лиги во Франции 1584-1596 гг.) (I)","Лозинский","м"
"516",516,"1971","33","Л. А. Котельникова. Итальянское крестьянство и город XI-XIV вв. (по материалам Средней и Северной","Люблинская","ж"
"517",517,"1971","33","Франция и Португалия перед Португальской революцией 1640 г. (Документы из архива Ришелье в Гос.","Малов","м"
"518",518,"1971","33","Развитие капиталистических отношений в книгопечатном производстве Франции в условиях гражданских","Молдавская","ж"
"519",519,"1971","33","Шульц Поэзия в творчестве Томаса Мора","Осиновский","м"
"520",520,"1971","33","Английская политика в отношении ирландских городов в XIII-начале XIV B. (II)","Осипова","ж"
"521",521,"1971","33","Поздравляем Героя Социалистического Труда академика С. Д. Сказкина!","Редколлегия","—"
"522",522,"1971","33","Четыре юбилея М. М. Смирина","Редколлегия","—"
"523",523,"1971","33","Западногерманские города в раннем средневековье  опыт сравнительной классификации (I)","Рослановский","м"
"524",524,"1971","33","Тосканская испольщина в начале XV в.","Самаркин","м"
"525",525,"1971","33","В. И. Ленин и некоторые методологические проблемы истории феодального общества","Сапрыкин","м"
"526",526,"1971","33","О путях формирования феодальной собственности на леса и пастбища во франкском государстве (II)","Серовайский","м"
"527",527,"1971","33","Поместье в Англии до нормандского завоевания (о некоторых особенностях раннего английского","Соколова","ж"
"528",528,"1971","33","Крестьянство юга Парижского района в XVI-XVII вв. (К вопросу о дифференциации французского","Червонная","ж"
"529",529,"1971","33","Роль кальвинизма в Нидерландской буржуазной революции XVI в.","Чистозвонов","м"
"530",530,"1971","34","Спор о Данте и социология культуры.","Баткин","м"
"531",531,"1971","34","Математические методы и их применение при изучении проблем средневековья.","Бессмертный","м"
"532",532,"1971","34","Проблемы Возрождения.","Брагина","ж"
"533",533,"1971","34","«Любовная философия» Фраическо Патрици и философия любви Тарквинии Мольца.","Горфункель","м"
"534",534,"1971","34","Структура и эволюция феодального общества (XI—XV вв.)","Гутнова","ж"
"535",535,"1971","34","Вступительное слово","Жуков","м"
"536",536,"1971","34","Рецензии","Коллектив авторов","—"
"537",537,"1971","34","Генеральный Совет Лиги (из истории Католической Лиги во Франции 1584—1596 гг.)","Лозинский","м"
"538",538,"1971","34","Л. М. Баткин. Данте и его время. Поэт и политика.","Люблинская","ж"
"539",539,"1971","34","Роль дворянства в истории позднего феодализма.","Люблинская","ж"
"540",540,"1971","34","Социально-экономические сдвиги в районах производства и торговли вайдой в Германии XIV—XVII вв.","Майер","м"
"541",541,"1971","34","Проблемы истории Древней Руси.","Пашуто","м"
"542",542,"1971","34","Вера в судьбу. Группа, индивид, эталоны поведения (Некоторые выводы из источников эпохи викингов)","Пекарчик","м"
"543",543,"1971","34","Яков Александрович Левицкий (1906—1970)","Редколлегия","—"
"544",544,"1971","34","Западногерманские города в раннем средневековье (опыт сравнительной классификации). (II)","Рослановский","м"
"545",545,"1971","34","Средневековый город и его эволюция.","Рутенбург","м"
"546",546,"1971","34","Взгляды Джона Уиклифа на общность имущества и равенство","Сапрыкин","м"
"547",547,"1971","34","Основные проблемы медиевистики на XIII Международном конгрессе исторических наук в Москве.","Сказкин","м"
"548",548,"1971","34","Складывание социальной структуры средневекового города (XI—XIII вв.).","Стам","м"
"549",549,"1971","34","Страны Востока в средневековье.","Тверитинова","ж"
"550",550,"1971","34","Генезис и типология феодализма.","Удальцова","ж"
"551",551,"1971","34","Образование и эволюция структуры манора Стонор в XIV—XV вв. (К вопросу возникновения новой крупной","Ульянов","м"
"552",552,"1971","34","Крестьянство юга Парижского района в XVI—XVII вв. (К вопросу о дифференциации французского","Червонная","ж"
"553",553,"1971","34","История представительных и парламентских учреждений в средние века.","Черепнин","м"
"554",554,"1971","34","Некоторые итоги рассмотрения проблемы генезиса капитализма.","Чистозвонов","м"
"555",555,"1971","34","Заметки о русско-итальянских отношениях XV — первой трети XVI в.","Шаркова","ж"
"556",556,"1971","34","Валафрид Страбон и его поэма «О культуре садов» или «Садик».","Шульц","м"
"557",557,"1972","35","А. Д. Люблинская и Отдел рукописей Государственной Публичной библиотеки им. М. Е. Салтыкова-Щедрина","Бернадская, Воронова","—"
"558",558,"1972","35","А. Д. Люблинская - историк-медиевист","Бессмертный, Малов","—"
"559",559,"1972","35","К вопросу об эстетической подготовке учителя","Венкстерн","ж"
"560",560,"1972","35","Падуанский кодекс XV в. в собрании рукописей ГПБ","Горфункель","м"
"561",561,"1972","35","Фюстель де Куланж и его концепция генезиса феодализма","Гутнова","ж"
"562",562,"1972","35","Румынское книгопечатание XVI в. (результаты и перспективы исследований)","Демень","м"
"563",563,"1972","35","Так называемое «добровольное рабство» в раннесредне-вековой Швеции и его сущность (к вопросу о","Ковалевский","м"
"564",564,"1972","35","Рецензии","Коллектив авторов","—"
"565",565,"1972","35","«Большой мятеж» 1529 г. в Лионе (Из истории классовой борьбы во Франции)","Молдавская","ж"
"566",566,"1972","35","О практических занятиях по истории средних веков в университетах","Москаленко","м"
"567",567,"1972","35","О программе восстания в Ажене (Южная Франция) в 1514 г","Райцес","м"
"568",568,"1972","35","Флорентийский ремесленник о генуэзском восстании 1574-1576 гг.","Рутенбург","м"
"569",569,"1972","35","Городские хартии и распространение муниципальных привилегий в шведских городах с середины XIII по","Сванидзе","ж"
"570",570,"1972","35","Севообороты средневековой Франции (IX-XIII вв.)","Серовайский","м"
"571",571,"1972","35","Об эволюции социально-экономической структуры Северо-Востока Бразилии в XVI-XVIII вв.","Смиренская","ж"
"572",572,"1972","35","Образование и эволюция структуры манора Стонор в XIV-XV вв. (к вопросу о возникновении новой","Ульянов","м"
"573",573,"1972","35","Проблема становления капиталистического фермерства во Франции (на примере парижского района XVII в.)","Червонная","ж"
"574",574,"1972","35","К истории русско-итальянских экономических связей в XVII в.","Шаркова","ж"
"575",575,"1973","36","О характере и роли аграрных городов в Венгерском государстве XV в.","Бачкай","ж"
"576",576,"1973","36","Существовал ли в Вандальском королевстве фиск (государственная казна) ","Беляев","м"
"577",577,"1973","36","О характере немецкой средневековой этнической общности в XI—XIII вв.","Беркович","м"
"578",578,"1973","36","Две правды Пьетро Помпонацци","Горфункель","м"
"579",579,"1973","36","Томас Старки и его место в истории политической мысли Англии XVI в.","Каменецкий","м"
"580",580,"1973","36","Снорри Стурлусон. Сага об Инглингах. Перевод с древнеисландского и комментарий","Ковалевский","м"
"581",581,"1973","36","Рецензии","Коллектив авторов","—"
"582",582,"1973","36","К вопросу о времени возникновения цензивы в феодальной Франции","Конотокин","м"
"583",583,"1973","36","Агрикультура и урожайность зерновых в Тоскане в XII - XIV вв.","Котельникова","ж"
"584",584,"1973","36","Политические теории Уильяма Оккама и античность","Раскина","ж"
